,logFC,t,P.Value,adj.P.Val,B,sig
DAP3,0.175826531188207,3.74242116676605,0.000292773958939065,0.00102782804982429,-0.186585843427056,Not
PAK6,-0.272999552561823,-3.74222983796472,0.000292971433776733,0.00102795162199806,-0.187216183458785,Not
ACSF2,-0.609662479674435,-3.74217863712228,0.000293024300787225,0.00102795162199806,-0.187384862385267,Not
ATP4A,-0.224580446716912,-3.74171609263161,0.000293502308060014,0.00102925066268679,-0.188908614490559,Not
PTGER4,-0.278060181580928,-3.74152385893304,0.000293701185827748,0.00102957026110417,-0.189541843961106,Not
RBM28,0.308458794993891,3.74131423415767,0.000293918201599514,0.00102957633435392,-0.190232332188621,Not
UNC5C,-0.217662211527437,-3.74131404159953,0.000293918401016899,0.00102957633435392,-0.190232966446992,Not
ZMYND10,-0.186123565600403,-3.74071829686655,0.00029453598261131,0.0010313616159156,-0.192195142299076,Not
TBCC,0.1838365636565,3.73946706438566,0.000295837092660197,0.0010355381895461,-0.196315484531134,Not
ADARB2,-0.159444191526151,-3.73884710698766,0.000296483783381085,0.00103742183595373,-0.198356628230183,Not
KRTAP5-9,-0.156607552117688,-3.73793301751407,0.00029743973851426,0.00104038584964944,-0.201365695684886,Not
NECAB2,-0.322581103076159,-3.73686947622113,0.000298555673752128,0.00104390706856031,-0.204866027455322,Not
TBXAS1,0.319810500696811,3.73599230285081,0.000299479049992837,0.00104675267071381,-0.207752407709528,Not
ZNF516,-0.31235530287362,-3.73451639750898,0.00030103881674636,0.00105181971949843,-0.212607767123619,Not
PMM1,-0.342017360612132,-3.73438060423662,0.000301182712629837,0.00105193786618813,-0.213054418866417,Not
CLCF1,-0.233535698275497,-3.73419807073026,0.000301376240561289,0.00105222921256985,-0.213654789072089,Not
ENPP4,-0.269918625571643,-3.73354308761231,0.000302071647154688,0.00105427197231928,-0.215808905444419,Not
MAP3K11,0.26165325049049,3.7330344670203,0.000302612708660743,0.00105577475135526,-0.217481462384169,Not
ATP2A1,-0.147834303820567,-3.73226640256156,0.000303431505900768,0.0010582450621853,-0.220006846722336,Not
GCHFR,-0.427814306724729,-3.73149440664688,0.000304256613333822,0.00106073556987158,-0.222544754551486,Not
MAZ,-0.170962898569081,-3.73121188103283,0.000304559108072154,0.00106140293097648,-0.223473445970867,Not
AK1,0.247597687189211,3.7289274692226,0.000307015491820174,0.00106957347423754,-0.230980559209856,Not
DMWD,-0.14955763657171,-3.72763257982475,0.000308416200239651,0.00107406166526607,-0.235234297324103,Not
CDYL,-0.162685660640825,-3.72743516719027,0.000308630277670452,0.00107441564058974,-0.235882701895377,Not
CHERP,-0.156794718949174,-3.72727639609929,0.000308802553916395,0.00107462389119631,-0.236404168582776,Not
GSTA4,-0.229118670647205,-3.72711109198684,0.000308982015870928,0.001074856987136,-0.236947074100747,Not
PDPR,-0.21375341235879,-3.7259658040242,0.000310228116179393,0.00107879908231815,-0.240708014654422,Not
MTCH1,0.123518604696066,3.72504803388312,0.000311230112809201,0.00108188976282456,-0.243721180721889,Not
OR7A17,-0.179144388937495,-3.72470756734078,0.000311602605477362,0.00108279072652424,-0.244838833937013,Not
ACTG2,-0.181264792452001,-3.72332455615797,0.000313120064932673,0.00108766824445533,-0.249378050357008,Not
AGXT,-0.434061340308578,-3.72310132126466,0.000313365657847419,0.00108812580900797,-0.250110613539705,Not
LRPPRC,-0.207574487708381,-3.72289463692969,0.000313593205565317,0.00108852040406181,-0.250788834558126,Not
APOBEC2,-0.260415120742112,-3.72250532078635,0.000314022246479393,0.00108961386614273,-0.252066270997897,Not
EIF2AK3,-0.360721907075991,-3.72196356653541,0.000314620206925713,0.00109096779264135,-0.253843720824743,Not
B4GALNT1,-0.244100790095474,-3.72194495006574,0.000314640774018372,0.00109096779264135,-0.253904796341377,Not
ONECUT1,-0.168539184132526,-3.72001194912987,0.000316783271977984,0.00109799816721858,-0.260245158918243,Not
IGHE,-0.160267054520748,-3.71976334550054,0.000317059821722834,0.00109855825104547,-0.261060409880449,Not
PDE10A,-0.160722078563704,-3.71926395016129,0.000317616047773914,0.00109968084387048,-0.262697960254313,Not
MINK1,-0.202303730119255,-3.71923717488258,0.000317645896193013,0.00109968084387048,-0.262785753376702,Not
PILRA,0.372700539886439,3.7191625942705,0.000317729050850397,0.00109968084387048,-0.26303029223179,Not
SUPT6H,-0.219860252869713,-3.71862809837252,0.000318325599041766,0.00110134664172452,-0.264782714980538,Not
SNX1,0.166108147911064,3.71843703965769,0.000318539096460421,0.00110168642988628,-0.265409081712977,Not
PHF7,-0.134846120281749,-3.71769569990678,0.000319368789301162,0.00110415634969678,-0.267839254324366,Not
ACP2,0.246951891208804,3.71736316776676,0.000319741618566062,0.00110504553599179,-0.268929200577756,Not
SYNGR2,0.188576755145343,3.71724281425455,0.000319876658594899,0.00110511256309937,-0.269323666797455,Not
HCFC2,0.210701465813314,3.71694331098875,0.00032021294463775,0.0011058745569058,-0.27030526485941,Not
DFFB,0.234982942513615,3.71640991147429,0.000320812683230231,0.00110754552057373,-0.272053288125206,Not
BCL7A,-0.218956927908239,-3.71254360892619,0.000325191809033129,0.00112225818964268,-0.284717904108112,Not
TJP3,-0.169648234286208,-3.71118152678922,0.000326748021281328,0.00112722169363335,-0.289177171404976,Not
EDA2R,-0.176232117477674,-3.71049161683834,0.000327538953468892,0.00112954248984075,-0.291435358539856,Not
IPO5,-0.153123176904224,-3.70942362551522,0.000328766911904731,0.00113336818548398,-0.294930427968954,Not
CASQ2,-0.271580975823436,-3.70758931815545,0.000330886166051355,0.00114026260468328,-0.300931501908235,Not
RAB11FIP3,-0.337101726205379,-3.70745580149683,0.000331040928491383,0.00114038468372879,-0.301368222145761,Not
DEFB126,-0.229553591640011,-3.70559319061514,0.000333207099924201,0.00114743317004529,-0.307459377399848,Not
FOSL2,-0.2422088031638,-3.70496386105246,0.000333942028973607,0.00114918255112314,-0.309516891662497,Not
TNC,0.644549516599957,3.70495223169373,0.000333955624159581,0.00114918255112314,-0.309554909854733,Not
HTR3B,-0.244496338547386,-3.70450461403312,0.00033447930630583,0.00115057028475828,-0.311018171900442,Not
SLC9A3,-0.171627737213965,-3.7040414234376,0.000335022027729288,0.00115202248901802,-0.312532198029348,Not
MTNR1B,-0.132666096868181,-3.70305323416283,0.000336182684468943,0.00115559774560619,-0.315761792645143,Not
HSD17B3,-0.236573303971976,-3.70271058645075,0.000336586023811615,0.00115656815661409,-0.316881476452243,Not
DYNLT1,0.191441015946683,3.70207393414352,0.000337336662425389,0.00115873082176025,-0.318961678330242,Not
ZSCAN18,-0.188103681109546,-3.70177578764726,0.000337688734740212,0.00115952337376122,-0.319935749057078,Not
STK32B,-0.40768326569529,-3.70039982128933,0.000339318092911843,0.00116469960339999,-0.324430365840368,Not
OTUD7B,-0.158999782753813,-3.70004501244306,0.000339739449419761,0.00116572717366436,-0.325589145250604,Not
RDH16,-0.270464619317767,-3.69943691800344,0.000340462751844856,0.00116741915758478,-0.327574936826801,Not
CDH15,-0.146551082544921,-3.69942504123864,0.000340476893280533,0.00116741915758478,-0.32761371904521,Not
RIMBP2,-0.279146721653702,-3.69909998232144,0.000340864151025433,0.00116832777159219,-0.328675124417265,Not
RHOB,-0.393365645358573,-3.69843773158308,0.00034165441385172,0.00117028598837106,-0.330837329201729,Not
COL21A1,0.471131013260318,3.69841597907368,0.000341680400539478,0.00117028598837106,-0.330908344624866,Not
SLC43A3,0.321349569123004,3.69775448742266,0.000342471548972782,0.00117257546470222,-0.333067762299877,Not
THTPA,-0.183467885765463,-3.69509179926864,0.000345673746934527,0.00118311544616989,-0.341756997608118,Not
SPATA2,-0.202516266078585,-3.69470878740056,0.00034613669324631,0.00118420744512256,-0.343006494047115,Not
WSB1,0.255276822363115,3.69462285139077,0.000346240644796195,0.00118420744512256,-0.343286828611796,Not
PAQR5,-0.218506322767944,-3.69393478869753,0.000347074020329819,0.00118611516220409,-0.345531197653358,Not
CACNA1D,-0.174594494246096,-3.69388246123921,0.000347137476656683,0.00118611516220409,-0.345701869629607,Not
TBX6,-0.169045119405276,-3.6938549905639,0.000347170794127757,0.00118611516220409,-0.345791467622731,Not
TLN2,-0.511938978029736,-3.69349075877376,0.000347612834911909,0.0011868795602026,-0.346979392487824,Not
E2F1,-0.155711730223324,-3.69346597275871,0.000347642935224683,0.0011868795602026,-0.347060227616283,Not
DAAM2,0.331150887481197,3.69323068675657,0.000347928791328876,0.00118743126069241,-0.347827549668291,Not
CRYBA4,-0.177449244459273,-3.69286378886089,0.000348374991517074,0.00118852960333351,-0.349024013032897,Not
HOMER3,0.316131351264021,3.69228028854806,0.000349085728963573,0.00119052934545892,-0.350926632862869,Not
RFX5,0.198663633184356,3.69172131254901,0.000349767883626859,0.0011922915180068,-0.352749067974804,Not
NXPH3,-0.200957440913719,-3.69165248223033,0.000349851969076085,0.0011922915180068,-0.35297346138932,Not
ZFYVE26,0.148974500554673,3.69057539092365,0.000351170279602777,0.00119635764416547,-0.356484460006469,Not
ATRN,-0.227749070746519,-3.6901689602117,0.000351668955106646,0.00119762955630759,-0.35780909759553,Not
UBXN2B,-0.310505167123475,-3.68943941576059,0.000352565763951277,0.00120025594596309,-0.360186542996254,Not
NTAN1,0.307860639830865,3.68837660097135,0.000353876134045677,0.0012042878692808,-0.363649401008896,Not
ZAP70,0.164488538783202,3.68414448080631,0.00035913995942591,0.00122176626994446,-0.377430807696942,Not
EDN3,-0.133429566623533,-3.68183593413532,0.000362042483454578,0.00123120212522845,-0.3849431525545,Not
TUBA1B,0.208914370641976,3.67952116737013,0.000364975144419592,0.00124073371756443,-0.392472072977173,Not
CAB39L,-0.150276957277787,-3.67819470835245,0.000366665816595309,0.00124599583253867,-0.396784807058889,Not
FAM189A2,0.322248046545869,3.67810233477795,0.000366783829733285,0.00124599583253867,-0.397085097586988,Not
NQO2,-0.539318546581713,-3.67771995109414,0.000367272732364198,0.00124660475093574,-0.398328098638096,Not
HRAS,0.303783348254214,3.67763836057561,0.000367377131121325,0.00124660475093574,-0.398593309060399,Not
TRMT112,0.189064377563025,3.67757788969999,0.000367454524487683,0.00124660475093574,-0.398789867024214,Not
ATP6V1G1,-0.269640949694116,-3.67755416915418,0.000367484887336331,0.00124660475093574,-0.398866968947062,Not
SLC23A2,-0.140981057956876,-3.67622503571123,0.000369190013586528,0.0012519445599123,-0.403186604850933,Not
COCH,-0.331070381363086,-3.67535956941275,0.000370304335904945,0.00125513242395011,-0.405998687940929,Not
BCL2L1,-0.139530622457682,-3.67529098043737,0.000370392783124666,0.00125513242395011,-0.406221526060973,Not
SCAMP5,-0.275213032862907,-3.67315990569197,0.000373150853835198,0.00126403032940417,-0.413143548183908,Not
IL1RL2,-0.162979897914444,-3.67199493783762,0.000374666790011981,0.00126871574959408,-0.416926205662143,Not
GTF2E2,0.206361991650619,3.67160162894744,0.000375179906975815,0.00127000325577786,-0.418203071618198,Not
SIM2,-0.209936816364592,-3.67114094308836,0.000375781771790302,0.00127159015978333,-0.41969853992826,Not
ADAP2,0.442166910432962,3.66918617968613,0.000378345772123027,0.00127981316757793,-0.426042429063529,Not
PPP2R3C,0.284025795517696,3.66788115054017,0.000380066755097751,0.00128517972813663,-0.430276243153101,Not
IL19,-0.270667404061153,-3.66744746335681,0.000380640312192483,0.00128666389222192,-0.431682964935003,Not
TREML2,-0.160874731518286,-3.66575454705261,0.000382887075058836,0.00129380088022003,-0.437172926270009,Not
YIPF3,0.233034776541714,3.66464736377312,0.000384363268912948,0.00129832993910644,-0.440762347666453,Not
INPP4B,0.330017352234075,3.66388523853952,0.000385382532612284,0.00130131289103992,-0.443232622060792,Not
KISS1,-0.175640693421657,-3.6635703465757,0.000385804415195614,0.00130227728421381,-0.444253163928177,Not
RPS3,0.262778331872383,3.66340091301223,0.000386031598094102,0.0013025840223825,-0.44480225752872,Not
ERCC8,-0.314091981987782,-3.66255309777689,0.000387170285671321,0.00130596514291392,-0.447549527153655,Not
CEACAM3,-0.184967807030431,-3.66235213433924,0.000387440662701542,0.00130641601015382,-0.448200658775877,Not
ADIPOR2,-0.197561620870362,-3.66217772485208,0.000387675458911532,0.00130674662622878,-0.448765731754447,Not
PIK3C3,0.193982415306438,3.66204447864573,0.000387854930483551,0.00130689059086771,-0.449197424854293,Not
YTHDF3,-0.228509600691661,-3.65915919036697,0.000391760533448822,0.00131958535693935,-0.458542230525843,Not
RUNX1,-0.154063491582025,-3.65881898745967,0.0003922234887195,0.00132067923122042,-0.459643694423436,Not
BTN3A2,0.529632360339637,3.65809095327167,0.000393215954675944,0.00132355465406246,-0.462000559439385,Not
SNX4,-0.206194990032101,-3.65765094651038,0.000393816930571549,0.00132511077061328,-0.463424816420987,Not
TMEM40,-0.181436463765593,-3.65699255991016,0.000394717802037018,0.00132767452174085,-0.465555697752593,Not
MID2,-0.238472585727147,-3.65661162508003,0.000395239926841108,0.00132896296301676,-0.466788464629619,Not
RGN,-0.494054769705219,-3.65611596441987,0.000395920278962756,0.0013307823375899,-0.468392353319332,Not
STK24,-0.138412252864207,-3.65583276725893,0.000396309497919724,0.00133162220890326,-0.469308663853065,Not
VNN1,-0.608414913193553,-3.65532167654805,0.000397012845343357,0.0013335166081199,-0.470962205213396,Not
KLHL11,-0.168868552076904,-3.65403927623216,0.000398782854085331,0.00133899119945166,-0.475110386991725,Not
CENPM,0.317630285843938,3.65375982435123,0.000399169552778545,0.00133981884311618,-0.476014179993448,Not
CBX6,0.200485063417467,3.65240477522234,0.000401049678163206,0.00134565685552233,-0.480395867136218,Not
IGLV2-14,-0.510323873680059,-3.65139455067614,0.000402456814490041,0.00134990428896695,-0.483661706194468,Not
TERT,-0.154257090221714,-3.65066374969226,0.000403477656455645,0.00135178362346669,-0.486023790416852,Not
AURKC,-0.249454128550976,-3.65062564080308,0.00040353095725063,0.00135178362346669,-0.486146955310733,Not
SERPINB9,-0.222757672255756,-3.65061125135479,0.000403551084710057,0.00135178362346669,-0.486193460600879,Not
SLC22A2,-0.642611859562114,-3.65058847116535,0.000403582950790128,0.00135178362346669,-0.486267083654356,Not
IGHMBP2,-0.130985611650412,-3.65039413874766,0.000403854889684127,0.00135222050659479,-0.486895129998687,Not
TECTA,-0.18555374174763,-3.64977751619912,0.000404718909181078,0.00135463884277912,-0.48888776739053,Not
UTP20,-0.227928317780706,-3.64966890463004,0.000404871278324802,0.00135467434722402,-0.489238722332989,Not
OR10H1,-0.249268676404848,-3.64944534607341,0.000405185075451892,0.00135524976584469,-0.489961078161586,Not
PSORS1C1,-0.211551359766271,-3.64883605187156,0.000406041478616116,0.00135763903766816,-0.491929636709311,Not
DPP8,0.403485684039577,3.64784065538162,0.000407444262583037,0.00136185287626565,-0.495145096006288,Not
SUOX,-0.27612121189364,-3.64769167592839,0.000407654609498131,0.00136207952740005,-0.49562629003625,Not
REST,-0.258112731465121,-3.64756878544203,0.000407828198297588,0.00136218324464584,-0.49602320686309,Not
CLEC10A,0.40682726899936,3.64670360617453,0.000409052288659414,0.00136579443411229,-0.498817304174894,Not
KCNS1,-0.209747421135177,-3.64609021771504,0.000409922241991592,0.0013682210773565,-0.500797929994114,Not
ACADS,-0.222650713965727,-3.64583921494681,0.000410278737743212,0.00136893282747002,-0.501608340830106,Not
ITGAE,0.204742496926196,3.64521789264107,0.000411162456336835,0.00137140259432977,-0.503614212710538,Not
TP53TG5,-0.202169717977329,-3.64460468363444,0.000412036402182737,0.00137383805277677,-0.505593630482866,Not
HBQ1,-0.213521350651804,-3.64404180063378,0.000412840171374487,0.00137603790640202,-0.507410369183028,Not
FRY,-0.412633915307001,-3.64350399050478,0.000413609524390596,0.00137812155337397,-0.509145979388614,Not
ABCA4,-0.215784043932758,-3.64248623376401,0.00041506917156133,0.00138250296390382,-0.512429917344526,Not
SMC1A,-0.220296223744056,-3.64161292877136,0.000416325535315964,0.00138620446532382,-0.515247190918131,Not
GYPC,0.274441554177038,3.64118827101436,0.000416937761403146,0.00138758366836882,-0.516616942480176,Not
KDM4B,-0.152338907078872,-3.64112422566767,0.000417030169061872,0.00138758366836882,-0.516823512647949,Not
KLK15,-0.161676922736892,-3.63883338674474,0.000420348279423439,0.0013981371939333,-0.524210460803036,Not
ATP13A1,0.244074970825108,3.63847943984378,0.000420863168981543,0.00139936271495742,-0.525351460554076,Not
TSPYL1,-0.270219031088992,-3.63748028270676,0.000422319874841228,0.00140338851974762,-0.528571923018936,Not
NOP10,0.228721174374849,3.63744756036898,0.000422367662494155,0.00140338851974762,-0.52867738130878,Not
CD79B,0.321184393264724,3.637163725322,0.000422782389591446,0.00140427824641497,-0.529592100264082,Not
KIR2DL3,-0.378773664740914,-3.63528857915183,0.000425531970373297,0.00141291991274747,-0.535633759370806,Not
PENK,-0.214058961494475,-3.63492883999056,0.000426061397720479,0.00141418642466721,-0.536792549162279,Not
SPP2,-0.188175767335819,-3.63404457788998,0.00042736541544018,0.0014180221909536,-0.539640549000719,Not
EIF2B4,0.183406451002837,3.63379976420427,0.000427727108362337,0.00141872969368639,-0.540428940608752,Not
TNNT2,-0.540085023852919,-3.63368524103826,0.000427896406767437,0.00141879877275143,-0.540797733794346,Not
ATG12,0.209442024074928,3.63309870308136,0.000428764474451439,0.00142087624629885,-0.542686390238376,Not
YIPF4,0.221603824298448,3.63306099950214,0.000428820332181445,0.00142087624629885,-0.542807787894848,Not
GPD1,-0.478995846078818,-3.63295073190699,0.000428983732795073,0.00142092497420788,-0.54316282089531,Not
PLXNB1,-0.207538165278243,-3.63159554865482,0.000430996736963229,0.00142709799668074,-0.547525471834546,Not
ELL2,-0.299365811555582,-3.63149172022146,0.000431151333023643,0.00142711539257843,-0.547859667370368,Not
CUL3,-0.157451997321918,-3.62753110876289,0.000437087851397721,0.00144626437256116,-0.560602229430175,Not
COQ2,0.336037183480153,3.62696769151708,0.000437938609821435,0.00144819423379526,-0.56241404172204,Not
AGK,-0.178704885827351,-3.62694415267095,0.00043797418749145,0.00144819423379526,-0.56248973211945,Not
TBC1D13,-0.225746071391395,-3.62660638231852,0.000438485010095377,0.00144938179054702,-0.563575808185495,Not
KLF2,0.542899026160194,3.62625939565545,0.000439010357920834,0.00145061652153924,-0.564691436345208,Not
CRLF3,0.315159853689583,3.62592553836482,0.00043951638969212,0.00145178659519457,-0.565764772349851,Not
SPON2,0.634819471012955,3.62552976371168,0.000440116985401586,0.00145326811074553,-0.567037069840054,Not
NADK,0.145601627941763,3.62412932736147,0.000442248416581674,0.00145978434784192,-0.571538183709727,Not
CHMP4A,0.299037261966129,3.6240326439904,0.000442395926261009,0.00145978434784192,-0.571848881609989,Not
TFIP11,0.192822896920022,3.62351786856464,0.000443182102537112,0.00146187372172752,-0.573503034721292,Not
SRGAP3,-0.255593862490742,-3.62341456883802,0.000443340023310284,0.00146189001475261,-0.573834950672897,Not
TNK2,-0.207227780333962,-3.62033321330786,0.00044807524143929,0.00147697035511442,-0.583732360301205,Not
TRAPPC6A,-0.332075000301669,-3.6202378945189,0.000448222481146066,0.00147697035511442,-0.584038422238415,Not
ARAP2,-0.283331866455349,-3.61940727030861,0.000449507492043382,0.00148069410340109,-0.58670523154112,Not
NTN1,-0.161322962010289,-3.61925187834591,0.000449748276694485,0.00148097675123794,-0.587204081190864,Not
AHSA1,0.185214981709445,3.61814212792161,0.000451471420205162,0.00148613878452654,-0.590766189108343,Not
MTHFD2,-0.38376486845279,-3.6174510264337,0.000452547668642066,0.00148916856802465,-0.592984074250086,Not
RBX1,0.264296379644472,3.61727327396209,0.000452824873727249,0.00148956781182017,-0.593554464479615,Not
KEAP1,0.243787311723812,3.61691179212843,0.000453389100442348,0.00149091061384277,-0.594714356563022,Not
PPP2R5A,-0.166141495715868,-3.6165477590531,0.000453957981419974,0.00149226779169222,-0.595882343211987,Not
PRKCE,-0.165409042953078,-3.61602124040752,0.000454781976231998,0.00149446236756292,-0.597571496090243,Not
MS4A4A,0.956965017571779,3.61564496511537,0.000455371708820899,0.00149588588844706,-0.598778527271111,Not
MKRN2,-0.242975822289365,-3.61544807658643,0.000455680578519221,0.00149638611970092,-0.599410075133668,Not
ZKSCAN3,-0.192973463737797,-3.61486225358586,0.000456600763304349,0.00149863789693867,-0.601289026289062,Not
CDX2,-0.187555155406256,-3.61481189574797,0.00045667994515335,0.00149863789693867,-0.60145053139068,Not
TET3,-0.163088553298225,-3.61460763054513,0.000457001261674387,0.00149901939352078,-0.602105622326871,Not
DOK1,0.177301757111525,3.61453857794247,0.0004571099322645,0.00149901939352078,-0.602327071674265,Not
SCYL3,0.153319930209535,3.61406503391631,0.000457855824571239,0.00150095034634743,-0.603845622056875,Not
SYN1,-0.235156898919415,-3.61335256935738,0.000458980216736611,0.00150412035361285,-0.60613004409247,Not
PUM2,-0.159513690997258,-3.61310693087268,0.000459368481835176,0.00150487665835342,-0.606917569227405,Not
SLC22A13,-0.278973963325361,-3.61299164082385,0.000459550820577093,0.00150495806766097,-0.607287178501482,Not
AHNAK,-0.258127129366004,-3.61153361064704,0.000461862706101126,0.00151201096933962,-0.611960692270631,Not
MKS1,-0.240638609852932,-3.609552547334,0.000465021557478148,0.0015217475115662,-0.618308349723445,Not
CD1A,-0.325882664115552,-3.60946892387371,0.000465155345467233,0.0015217475115662,-0.618576233257422,Not
GCLC,-0.22746066351834,-3.6090452132572,0.000465833793812122,0.00152344549406866,-0.619933494130723,Not
KCNJ16,-0.638264864517426,-3.60747903424119,0.000468349702444017,0.00153114942064832,-0.624949310307393,Not
NKAIN1,-0.177964545203666,-3.60672053968602,0.000469572761172894,0.00153462288158966,-0.627377838130922,Not
PPM1H,-0.24611214617893,-3.60644169867354,0.000470023146104375,0.00153556963561484,-0.62827052335291,Not
PSMC3,0.251110835214366,3.60605565361171,0.000470647361731268,0.00153708345478605,-0.629506323758211,Not
EIF3G,0.263285353568856,3.60502528635342,0.000472317255127597,0.0015420101434914,-0.632804209119288,Not
CBLN1,-0.212769433358507,-3.60429207501901,0.00047350896499473,0.00154537283794045,-0.635150541006596,Not
APC2,-0.151046214106575,-3.60189184732693,0.000477430045663357,0.00155763793661968,-0.64282883527245,Not
CDK5RAP2,-0.194517336468394,-3.60101819160583,0.000478864881126853,0.00156178593994819,-0.645622652211404,Not
RAB11A,0.176649038736365,3.59875131820761,0.000482606885682493,0.00157345322401293,-0.652869287305371,Not
FXYD7,-0.193903204457387,-3.5985228591758,0.000482985540487211,0.00157362187664419,-0.653599415987184,Not
GCC2,-0.204633140712099,-3.59852139875865,0.000482987961929406,0.00157362187664419,-0.653604083194828,Not
CAP1,0.216789624618192,3.5981935783808,0.000483531794506488,0.00157409622822658,-0.654651695424823,Not
GMPPB,0.257976740891159,3.59817074661344,0.000483569692473303,0.00157409622822658,-0.654724655882208,Not
RBM6,0.316144406702136,3.59813578887028,0.000483627723532151,0.00157409622822658,-0.654836365012144,Not
PUS1,0.204717362927084,3.59738289376516,0.000484879154486487,0.00157763200554064,-0.65724207051699,Not
HEPH,0.415114729021956,3.59705208706182,0.00048542997519775,0.00157888660414898,-0.658298963422656,Not
GUCY2F,-0.186852501517236,-3.59625849116963,0.000486753791331847,0.00158265370192825,-0.660834108664282,Not
C8A,-0.186587629359754,-3.59573781180101,0.000487624202435938,0.00158494451648906,-0.662497182574808,Not
GHRH,-0.154078882643702,-3.59539079931812,0.00048820511438265,0.00158587883888896,-0.663605451533543,Not
PLIN1,-0.219138521028498,-3.59536784200143,0.000488243568858446,0.00158587883888896,-0.663678768361361,Not
C1orf174,0.247237456183483,3.59480894363255,0.000489180631158116,0.00158838264062078,-0.665463561178603,Not
CYP2E1,-0.262329454188566,-3.59451614568401,0.000489672221577706,0.0015894387735722,-0.666398498787705,Not
STXBP3,-0.228872767786669,-3.59433010721757,0.000489984811745389,0.00158991336537825,-0.66699251001493,Not
ZNF286A,-0.237477335554983,-3.5934528755837,0.000491461319240424,0.00159416305725101,-0.669793140274706,Not
AKT2,-0.137334493473877,-3.59334243558048,0.0004916475035236,0.00159422583768969,-0.670145690558198,Not
WDR77,0.134946435194328,3.59229979518188,0.000493408518604629,0.0015993934205515,-0.673473623094996,Not
CAPN7,-0.213440792052382,-3.58937778533854,0.000498375605051457,0.00161494651809824,-0.682796146635275,Not
COL15A1,0.800102541886936,3.58907908115743,0.000498886022595725,0.00161596047372592,-0.683748811540573,Not
PLCB1,-0.207867878995589,-3.58899679233885,0.000499026722265089,0.00161596047372592,-0.684011246442009,Not
NPHS1,-0.471487395223262,-3.58651725777036,0.000503283932291222,0.00162919419274218,-0.691916743483662,Not
ARHGEF5,-0.216337301040177,-3.58536924610765,0.00050526660266623,0.00163505846768659,-0.695575494133773,Not
SLC3A2,-0.266553763046492,-3.5846522819886,0.00050650857573284,0.0016381514350926,-0.697860015357726,Not
EIF3D,0.201867419452496,3.58461960712588,0.000506565245991904,0.0016381514350926,-0.697964121383834,Not
TOP3A,-0.153460324126016,-3.58414221826986,0.000507393897896893,0.00164027607858684,-0.699485054425938,Not
MEGF9,-0.184024674187761,-3.58370964414932,0.000508145866497715,0.00164215147117084,-0.700863072871429,Not
TBC1D9,-0.180686110161966,-3.58317283391219,0.000509080499220578,0.00164461570336438,-0.702572966633268,Not
SYDE1,-0.154576286098888,-3.58263577321638,0.000510017193532635,0.00164697063008675,-0.704283456728912,Not
IFNGR1,0.298186305958241,3.58255732586022,0.000510154150801253,0.00164697063008675,-0.704533287647969,Not
EMILIN1,0.291768293070244,3.58160112122097,0.000511826336169318,0.00165172001015645,-0.707578162348514,Not
TBC1D12,0.218783025992287,3.58151854929733,0.000511970978451591,0.00165172001015645,-0.707841068943762,Not
SPHK2,-0.191302740736783,-3.58042725919135,0.000513886237401873,0.00165733948181313,-0.71131525716925,Not
TRAV12-2,-0.3298995033851,-3.58015375398857,0.000514367310216601,0.00165833131458496,-0.712185847120528,Not
DUSP21,-0.18623900924595,-3.57979283705179,0.000515002784287949,0.00165982010342517,-0.713334595910504,Not
FOXG1,-0.121160109205966,-3.57912984617027,0.000516172059812505,0.00166302771529612,-0.715444567093511,Not
SOS2,-0.140423772817095,-3.57889745816266,0.000516582501386747,0.00166378914164198,-0.716184070140416,Not
OBP2A,-0.225190076629913,-3.57719139971246,0.000519605182082092,0.00167296061993816,-0.72161191791325,Not
BAG5,-0.216210628118796,-3.57642560054469,0.000520967401156762,0.00167678157138903,-0.724047656280161,Not
SLC6A12,-0.373754525367145,-3.57581658782657,0.00052205313324656,0.00167971035060745,-0.725984419142502,Not
TM7SF2,-0.359382470456885,-3.5752758391361,0.000523018957475046,0.00168225148355151,-0.727703873438708,Not
ACTR3,0.227297233639858,3.57268691951733,0.000527666427664529,0.00169656961853612,-0.735933197115533,Not
MFAP3L,-0.162719786507598,-3.5725986305713,0.000527825604427363,0.00169656961853612,-0.736213755909071,Not
SHB,-0.218963916937117,-3.57247072743275,0.0005280562823568,0.00169674036119757,-0.736620188394037,Not
ATP7B,-0.234804829762584,-3.57189044456238,0.000529104040187598,0.00169863192020285,-0.738463985296038,Not
KIF26B,-0.155997718002702,-3.57185973802652,0.000529159538535308,0.00169863192020285,-0.738561545998947,Not
TBC1D4,-0.313058415113971,-3.57176999225163,0.00052932177468848,0.00169863192020285,-0.738846682190097,Not
HCRT,-0.147513348210418,-3.57175106731051,0.00052935599187569,0.00169863192020285,-0.738906808931676,Not
DLD,-0.276546690580021,-3.57156700219226,0.00052968889931117,0.00169912961457454,-0.739491592165215,Not
PRKDC,-0.288847834488178,-3.57116277115691,0.000530420701750168,0.00170090611608208,-0.740775769254038,Not
RER1,0.15240605674976,3.56988617022897,0.000532738080905867,0.00170757908592398,-0.744830574108145,Not
ATXN2L,-0.154519404510053,-3.56981968900144,0.000532859024092225,0.00170757908592398,-0.745041703900395,Not
PTPRH,-0.194269819678067,-3.56945988081837,0.000533514040210358,0.00170910498432792,-0.746184322029329,Not
